baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_ID	condition
ARHGEF37	46.5137144164033	0.10121127783508	0.152604205315001	0.663227318186697	0.507184977897269	0.542506344675794	ARHGEF37	UNCHANGED
ARHGEF5	82.5296425602221	-0.682046601208353	0.143034439304429	-4.76840825555804	1.85687199505086e-06	3.10665681283057e-06	ARHGEF5	UNCHANGED
ARHGEF6	10684.3370278934	-0.128189622766992	0.052398258946398	-2.44644813290699	0.0144271553923587	0.0185528454662348	ARHGEF6	UNCHANGED
ARHGEF7	3015.07481845107	-0.0211095352025957	0.0572819226248885	-0.368520018799504	0.712485520992492	0.740069777608598	ARHGEF7	UNCHANGED
ARHGEF9	652.046043318781	0.228434357909904	0.047417110299094	4.81755122716259	1.45330786076446e-06	2.44008040363917e-06	ARHGEF9	UNCHANGED
ARID1A	10233.8007757023	0.644485574943324	0.0284900762610242	22.6214057497983	2.66841265679132e-113	4.26672141089581e-112	ARID1A	UNCHANGED
ARID1B	7186.6586627284	0.250082123767128	0.0477889382942886	5.23305460830915	1.66731454558407e-07	2.94637256839966e-07	ARID1B	UNCHANGED
ARID2	3538.06797337271	0.467717055709972	0.0530838112830624	8.81091700850062	1.24126239563442e-18	3.49495647415268e-18	ARID2	UNCHANGED
ARID3A	1879.47598684504	-0.951069031175381	0.0594119488137938	-16.0080429974815	1.12286380618235e-57	8.43307837907614e-57	ARID3A	UNCHANGED
ARID3B	1206.24745651258	-0.608731177141592	0.0808569518986318	-7.52849523569404	5.13283903554804e-14	1.21920299896866e-13	ARID3B	UNCHANGED
ARID4A	2913.38945610424	0.0168481054051451	0.0475188694105501	0.354556108218443	0.722922163008414	0.749763122282459	ARID4A	UNCHANGED
ARID4B	3682.70206950124	0.168797309242452	0.0432622438663726	3.9017234002894	9.55102585423019e-05	0.000144517742389871	ARID4B	UNCHANGED
ARID5A	2538.79635592184	-1.22747736474406	0.0877820639421843	-13.983236547645	1.97307030342559e-44	1.12769033851447e-43	ARID5A	UNCHANGED
ARID5B	1455.35179328678	-0.251055649990609	0.102962968230625	-2.43831014494721	0.0147561076637438	0.0189602161038206	ARID5B	UNCHANGED
ARIH1	3553.96474138864	0.0884628823233563	0.0378463171180451	2.33742379866012	0.0194171588775411	0.0246472026026756	ARIH1	UNCHANGED
ARIH2	3945.15735113358	-0.296408955917511	0.0281828047205188	-10.5173689722126	7.18519981662918e-26	2.53821198575773e-25	ARIH2	UNCHANGED
ARL1	1233.78946373821	-0.10296159650478	0.0369389042477206	-2.78734842306899	0.0053141308315783	0.00710265923745084	ARL1	UNCHANGED
ARL10	379.27882006718	-1.01664722645304	0.112228644661895	-9.05871428382514	1.31997197762372e-19	3.83234675611998e-19	ARL10	UNCHANGED
ARL11	761.399266880688	0.33551952417603	0.0737162194175741	4.55150205513715	5.32642774247929e-06	8.69010989403601e-06	ARL11	UNCHANGED
ARL13B	237.127233311457	0.479842559582627	0.0555892575789688	8.63192962958669	6.03254963449632e-18	1.6583048591929e-17	ARL13B	UNCHANGED
ARL15	301.159962587716	0.0238999410623252	0.0617296655577796	0.387171076440623	0.698629561227712	0.727100149378526	ARL15	UNCHANGED
ARL16	621.856869066394	-0.221145199395382	0.0416178921876238	-5.31370494205725	1.07418499948465e-07	1.92032580645576e-07	ARL16	UNCHANGED
ARL17A	342.234532962099	2.78194282199977	0.0714558350354873	38.9323394040272	0	0	ARL17A	UP
ARL17B	67.1973465765593	0.698222708887215	0.103614345159281	6.73866835536986	1.59844776340927e-11	3.4145098648341e-11	ARL17B	UNCHANGED
ARL2	676.99366252306	0.900478102869297	0.0660529281813721	13.632675002639	2.56020938152342e-42	1.39386337022031e-41	ARL2	UNCHANGED
ARL2BP	1917.90980100099	-0.224627947415539	0.0329990361323144	-6.80710632016223	9.9581340097223e-12	2.14399706566677e-11	ARL2BP	UNCHANGED
ARL3	370.194379085823	0.18993105162983	0.0455733019052192	4.16759470325056	3.07830635359614e-05	4.79282278497515e-05	ARL3	UNCHANGED
ARL4A	1669.9085850683	-0.599523849200677	0.0886872481496887	-6.75997803189005	1.38012664915246e-11	2.95393152286704e-11	ARL4A	UNCHANGED
ARL4C	2098.06144355314	-1.32002321721523	0.120662337083709	-10.9398114533408	7.43543783963451e-28	2.79405408825687e-27	ARL4C	UNCHANGED
ARL4D	43.5370618489148	-1.29228080062857	0.0991335932682711	-13.0357506272516	7.66093354494918e-39	3.86770742165143e-38	ARL4D	UNCHANGED
ARL5A	2021.69622223351	0.0546247460107579	0.0301505974495286	1.81173013576923	0.0700279048028786	0.0837983432322387	ARL5A	UNCHANGED
ARL5B	1980.54287178041	-1.01708556580153	0.0850809029627107	-11.9543344085957	6.16253366882469e-33	2.66570526213936e-32	ARL5B	UNCHANGED
ARL6	49.1535071941322	-0.183433335889097	0.07393125503951	-2.48113380181451	0.0130965201934829	0.016941583951356	ARL6	UNCHANGED
ARL6IP1	4263.84339929832	0.908092034506248	0.0467292563129289	19.4330512864379	4.05523776965421e-84	4.65989124110424e-83	ARL6IP1	UNCHANGED
ARL6IP4	574.088978038479	5.067698740375	0.0513779450126937	98.6356838352129	0	0	ARL6IP4	UP
ARL6IP5	6080.34315758257	0.201992436259429	0.0542631218770071	3.72246249888212	0.000197289218061592	0.000292672959184011	ARL6IP5	UNCHANGED
ARL6IP6	1084.48815016761	0.291715373976024	0.0406432402439205	7.17746351485005	7.10166012266153e-13	1.60738073137451e-12	ARL6IP6	UNCHANGED
ARL8A	2469.72644738275	-0.798891511291245	0.0652980132427522	-12.2345454573217	2.03239382594102e-34	9.16215571388459e-34	ARL8A	UNCHANGED
ARL8B	4578.17532386095	-0.0101022092512779	0.0497487081817821	-0.203064755256848	0.839084419009489	0.855560129901681	ARL8B	UNCHANGED
ARMC1	1047.04923566684	0.323911516754058	0.0420916468421037	7.6953871149098	1.41066425991603e-14	3.42612333059784e-14	ARMC1	UNCHANGED
ARMC10	757.959757164441	0.428883190553412	0.0490174397416405	8.74960407589534	2.14102587927666e-18	5.97285423727601e-18	ARMC10	UNCHANGED
ARMC2	215.880529520762	-0.699125482150349	0.0492904539970362	-14.183790682723	1.15438598264414e-45	6.80831754501585e-45	ARMC2	UNCHANGED
ARMC5	1590.54976408363	0.259066619221836	0.0740738250479624	3.49741111727512	0.000469797232744131	0.000680725328604139	ARMC5	UNCHANGED
ARMC6	1052.02079717548	0.210121169108771	0.0521247288472312	4.03112253542077	5.55110917678832e-05	8.52123389257835e-05	ARMC6	UNCHANGED
ARMC7	486.352527744163	0.248858429965474	0.0545698924161034	4.5603613814719	5.10656628028911e-06	8.34638868203729e-06	ARMC7	UNCHANGED
ARMC8	2188.75893567101	-0.0923010697725974	0.0398122988137071	-2.31840593291284	0.0204272699230051	0.0258571536285978	ARMC8	UNCHANGED
ARMC9	87.1656581475186	-0.064451743215227	0.109729177023246	-0.587371061769405	0.556954524663422	0.590701137079811	ARMC9	UNCHANGED
ARMCX1	285.64904164294	0.195226107492203	0.0927868809130299	2.10402705178968	0.0353760873312994	0.0437140206626425	ARMCX1	UNCHANGED
ARMCX2	58.7935260479273	0.261606748861702	0.133786852337708	1.95539953508547	0.0505359309639824	0.0613212781976442	ARMCX2	UNCHANGED
ARMCX3	1373.37817526524	0.0393204655520029	0.0471563363454912	0.833832070072646	0.404375620747056	0.439565006404171	ARMCX3	UNCHANGED
ARMCX5	462.20947573927	0.155556620729138	0.0481766286930707	3.22888140887102	0.00124275417964815	0.00174912678485584	ARMCX5	UNCHANGED
ARMCX6	401.733263837975	-1.14398284561138	0.0373472321217238	-30.6309940689275	4.73396739782781e-206	1.55493718293109e-204	ARMCX6	UNCHANGED
ARNT	3304.76380522241	0.0145937533220797	0.0367088089569106	0.397554530826923	0.690958582770262	0.719889485285043	ARNT	UNCHANGED
ARNTL	686.061269428477	-1.16279523956733	0.105947162613497	-10.9752371926116	5.02737408899931e-28	1.89832113713772e-27	ARNTL	UNCHANGED
ARNTL2	366.272840792006	-1.62734588868054	0.103597077930022	-15.7084149591534	1.32449279657701e-55	9.50236443860018e-55	ARNTL2	UNCHANGED
ARPC1A	1688.64559755029	-0.427253173117734	0.043007026364632	-9.93449697022294	2.94659390470651e-23	9.59468693067317e-23	ARPC1A	UNCHANGED
ARPC1B	8029.41434830393	-0.323756316926332	0.068132862649943	-4.75183786992404	2.01575979617694e-06	3.36268327632087e-06	ARPC1B	UNCHANGED
ARPC2	18229.0997884471	-0.692357733924022	0.0435047386485405	-15.914536104155	5.02379813508223e-57	3.72177436569781e-56	ARPC2	UNCHANGED
ARPC3	5298.7017848675	0.460756855779437	0.0444438469230251	10.3671686336569	3.49733820210087e-25	1.20844338066888e-24	ARPC3	UNCHANGED
ARPC4	2849.45840541308	0.473754150418675	0.0492012216377287	9.62891031257218	6.03662166622337e-22	1.88676868071556e-21	ARPC4	UNCHANGED
ARPC5	5776.61403178837	0.116513599618678	0.0681944063004817	1.70855068530532	0.087534210091834	0.103531514213823	ARPC5	UNCHANGED
ARPC5L	1482.52901425864	-0.985770108058655	0.0700676712974388	-14.068829316077	5.90386394397061e-45	3.42455512281912e-44	ARPC5L	UNCHANGED
ARPP19	5530.07289506061	0.319165017614851	0.0410906479585649	7.7673396130597	8.01517317150191e-15	1.96152296757694e-14	ARPP19	UNCHANGED
ARRB1	3663.7408213558	-0.397702568962311	0.0499358198443393	-7.96427434659199	1.66196161991036e-15	4.17500379293306e-15	ARRB1	UNCHANGED
ARRB2	8548.01726337131	-1.03168221574932	0.0839580650121599	-12.2880656623029	1.0498822216653e-34	4.75060814409131e-34	ARRB2	UNCHANGED
ARRDC1	2607.97758560089	0.00185807085085694	0.0448515098896825	0.0414271638887315	0.966955357729312	0.970336631640577	ARRDC1	UNCHANGED
ARRDC2	2985.92112968946	-0.900053844064846	0.062102950528281	-14.4929320814632	1.34285946033804e-47	8.21766689954342e-47	ARRDC2	UNCHANGED
ARRDC3	6415.9807075381	-2.51146107067288	0.0997803029147791	-25.1699082615322	8.55708217522031e-140	1.77068275371494e-138	ARRDC3	DOWN
ARRDC4	1688.39261259474	-0.371201167465674	0.081655908938946	-4.54591923951543	5.46960074989233e-06	8.91436200531697e-06	ARRDC4	UNCHANGED
ARRDC5	178.752473512816	1.14283226430214	0.0806936462307138	14.1626053312133	1.56097869122796e-45	9.17653510934821e-45	ARRDC5	UNCHANGED
ARSA	1371.72764468489	-0.384300083283734	0.0728220845087825	-5.27724639957795	1.31139503137912e-07	2.32987338175128e-07	ARSA	UNCHANGED
ARSB	1397.66122270787	0.125552535270519	0.0598281915125132	2.09855140355128	0.0358564640623308	0.0442725023323955	ARSB	UNCHANGED
ARSD	2922.91621443542	0.0826942075764371	0.07708951749885	1.07270366010101	0.283404097658146	0.315359355608375	ARSD	UNCHANGED
ARSG	154.671244068638	-0.616889723581191	0.125649066412745	-4.90962441021859	9.12509940508352e-07	1.54733647974554e-06	ARSG	UNCHANGED
ARSK	159.797619937687	0.602098341606048	0.0695001060974169	8.66327226554301	4.58411802738604e-18	1.2642844483724e-17	ARSK	UNCHANGED
ARTN	268.803400829351	-0.250860837415135	0.171725494343728	-1.46082466306959	0.144063565653537	0.166069046876514	ARTN	UNCHANGED
ARV1	382.19972037435	0.606415742558313	0.074133512912272	8.18004865459341	2.83729286608812e-16	7.33017737614096e-16	ARV1	UNCHANGED
ARVCF	314.282621756998	0.123357049805771	0.104940148237525	1.17549909998755	0.23979509703742	0.269167836664237	ARVCF	UNCHANGED
ASAH1	7727.1371845472	-0.710572204923815	0.067366468434213	-10.5478618879618	5.19661818231393e-26	1.84529864142408e-25	ASAH1	UNCHANGED
ASAP1	4599.25377419497	-0.545107607616638	0.0860287052414862	-6.33634559635064	2.35278730465698e-10	4.76721396456417e-10	ASAP1	UNCHANGED
ASAP2	527.118738073296	-0.306924438243513	0.131983389992704	-2.32547776095522	0.020046427722841	0.0254101155299977	ASAP2	UNCHANGED
ASB1	1042.7223332842	0.159576227177479	0.0487727998376175	3.2718283081711	0.00106854444999048	0.00151056225397281	ASB1	UNCHANGED
ASB13	682.276126728205	-0.20941904527073	0.0612682666458619	-3.4180670799975	0.000630675611643451	0.000905890087588492	ASB13	UNCHANGED
ASB2	74.8157469127962	-0.122551337412147	0.127337286977618	-0.962415175640481	0.335841093605038	0.369598054875663	ASB2	UNCHANGED
ASB6	1013.77202403027	0.281984840641731	0.0407873870941837	6.91353040072386	4.72738309376593e-12	1.03207432707743e-11	ASB6	UNCHANGED
ASB7	987.831542956025	-0.219260424619445	0.0370211045023981	-5.92257923059107	3.16931023977582e-09	6.09547233946302e-09	ASB7	UNCHANGED
ASB8	1108.04097588588	0.10226549385079	0.0352135572734943	2.90415117838055	0.00368250297312344	0.00499287516124718	ASB8	UNCHANGED
ASB9	103.265023590865	-0.483749305828168	0.155091175414145	-3.11912850319431	0.00181386834495202	0.0025181711396183	ASB9	UNCHANGED
ASCC1	751.165666803136	0.146564589984542	0.0427499294300693	3.4284171211158	0.000607111873271993	0.000872733321649234	ASCC1	UNCHANGED
ASCC2	2451.32855831252	-0.291603805025192	0.0272334641008132	-10.7075546447462	9.38069447683156e-27	3.41557506744067e-26	ASCC2	UNCHANGED
ASCC3	2290.66579994074	0.361184346338674	0.0368188401003089	9.80976981769842	1.02201422566766e-22	3.2741084403366e-22	ASCC3	UNCHANGED
ASCL2	154.007439104449	0.236501165607089	0.116691651561245	2.02671881358163	0.042691177319198	0.0522031048066668	ASCL2	UNCHANGED
ASF1A	661.395727242836	0.770313029960233	0.0648601158767439	11.8765287349176	1.56742168915878e-32	6.72677430943583e-32	ASF1A	UNCHANGED
ASF1B	669.75619570047	0.552402714311829	0.0963926027220688	5.73075836435899	9.99826107548131e-09	1.88146742067513e-08	ASF1B	UNCHANGED
ASGR1	137.319565020624	-1.55785501827542	0.128388754530323	-12.1338899498981	6.9850796678599e-34	3.09517650459213e-33	ASGR1	UNCHANGED
ASGR2	339.713944970797	-1.13853895493881	0.18940757627338	-6.01105286989952	1.84322276313004e-09	3.58806573222655e-09	ASGR2	UNCHANGED
ASH1L	5282.78975703789	1.1503213086587	0.0423298653653061	27.175170502704	1.27684797153526e-162	3.18627623102793e-161	ASH1L	UNCHANGED
ASH2L	2434.03308240727	-0.0251287623959905	0.0435315827591739	-0.577253589307981	0.563768160552678	0.597288622445055	ASH2L	UNCHANGED
ASL	517.533842590135	0.325138953677069	0.0622198385871729	5.22564765611749	1.73546562085428e-07	3.06531464130482e-07	ASL	UNCHANGED
ASMTL	1235.20761758555	-0.896595263597824	0.0465993290833089	-19.2405187206648	1.69503652702724e-82	1.90757206679382e-81	ASMTL	UNCHANGED
ASNS	668.997297083932	0.432074559933791	0.078659017264176	5.49300734946473	3.95146341593013e-08	7.22634723305687e-08	ASNS	UNCHANGED
ASNSD1	1298.41102330001	-0.204209110014458	0.0309776356975466	-6.59214641195587	4.33512747064385e-11	9.07729743997143e-11	ASNSD1	UNCHANGED
ASPH	3009.28511852111	-0.147046854626098	0.0672179197160591	-2.18761388699994	0.0286977394222063	0.0358024080081409	ASPH	UNCHANGED
ASPHD2	179.716849199475	0.140878657087903	0.0985942289850933	1.4288732569652	0.153040665176757	0.175952393648132	ASPHD2	UNCHANGED
ASPM	1219.65068456112	1.35996729810784	0.110513794904267	12.3058600900088	8.42343026774227e-35	3.8273961279054e-34	ASPM	UNCHANGED
ASPRV1	60.0073324758155	1.2266685569929	0.0899559344337372	13.6363272163715	2.43519752971405e-42	1.3264649880885e-41	ASPRV1	UNCHANGED
ASPSCR1	891.967285842034	-1.01307804915841	0.0405453674260052	-24.9862835996557	8.61793078609982e-138	1.75006583281971e-136	ASPSCR1	UNCHANGED
ASRGL1	545.421237949329	-0.0444768833024942	0.111882479774458	-0.397532155098408	0.690975079548698	0.719889485285043	ASRGL1	UNCHANGED
ASTE1	290.78430665322	0.461260542529951	0.0382242288118914	12.0672295260658	1.57342666741709e-33	6.9214271110058e-33	ASTE1	UNCHANGED
ASXL1	4365.53686560056	0.244032587120243	0.0333148151220939	7.32504701664708	2.38814971744184e-13	5.50587160014869e-13	ASXL1	UNCHANGED
ASXL2	2771.18604918334	0.158000725709079	0.0451537835114411	3.4991691375994	0.000466710426970928	0.000676612231603027	ASXL2	UNCHANGED
ATAD1	1388.08355556382	0.190995257674868	0.0403425100614932	4.73434244383252	2.19766409434001e-06	3.65997662626418e-06	ATAD1	UNCHANGED
ATAD2	2585.35310925063	0.546334238646126	0.0633672716358456	8.62170998596499	6.59615907277599e-18	1.81186686873104e-17	ATAD2	UNCHANGED
ATAD2B	1730.04135157892	0.350351510151881	0.0407797205575476	8.59131709000977	8.59779945236518e-18	2.34984969995094e-17	ATAD2B	UNCHANGED
ATAD3A	835.464962887408	0.0673826662460333	0.0521327068916772	1.29252191692334	0.196176460909563	0.222521054785697	ATAD3A	UNCHANGED
ATAD3B	1128.78954579488	-0.393787998958992	0.0560819495532864	-7.02165317175419	2.19258264706565e-12	4.86373347564095e-12	ATAD3B	UNCHANGED
ATAD3C	45.9230613902767	-1.26144843288759	0.0996437945235971	-12.6595784405707	9.90296908397249e-37	4.71992473167483e-36	ATAD3C	UNCHANGED
ATAD5	1174.46503190716	0.838250430002183	0.0657668300711014	12.7457934204209	3.29026223909506e-37	1.59538949387868e-36	ATAD5	UNCHANGED
ATE1	1069.12554708514	-0.962239347349894	0.0335577421857054	-28.6741385050565	8.01883213950795e-181	2.24218883285472e-179	ATE1	UNCHANGED
ATF1	902.691031320633	0.142740305588175	0.0529755808739611	2.69445475128967	0.00705038988392364	0.0093385766651509	ATF1	UNCHANGED
ATF2	1972.29050933057	-0.585662982491272	0.0323946147274934	-18.0790229307533	4.66270903275133e-73	4.60152416309079e-72	ATF2	UNCHANGED
ATF3	2602.00620006487	-2.30149392538639	0.137346447057826	-16.7568508300575	5.04656223799886e-63	4.17230941663211e-62	ATF3	DOWN
ATF4	14884.5687366589	-0.694533268222196	0.0593052746986471	-11.7111550659092	1.11746794422214e-31	4.68872178982008e-31	ATF4	UNCHANGED
ATF5	729.220415277423	-0.588246086017866	0.068427663791025	-8.59661215110811	8.21038850810149e-18	2.24678260177783e-17	ATF5	UNCHANGED
ATF6	3588.08699857659	-0.068954977109406	0.0357171892108596	-1.93058240676007	0.0535347152784261	0.064758299513171	ATF6	UNCHANGED
ATF6B	6066.3824650747	-0.216785092482896	0.0303919967589449	-7.13296642541567	9.8228524183961e-13	2.20816750407358e-12	ATF6B	UNCHANGED
ATF7	3360.89121678892	0.959928498447913	0.0380891788125202	25.2021316388259	3.79583809489319e-140	7.8995447375592e-139	ATF7	UNCHANGED
ATF7IP	3499.56749937465	0.659394652016539	0.0445241001984366	14.809836674469	1.26547426398913e-49	8.02325398186131e-49	ATF7IP	UNCHANGED
ATF7IP2	1214.32925135642	-0.425115136465302	0.0804485516885515	-5.28431062514453	1.2617899761081e-07	2.24576786183431e-07	ATF7IP2	UNCHANGED
ATG10	241.887055935163	-0.130493232718786	0.0477348509116647	-2.7337098624288	0.00626252005314671	0.00832534209186454	ATG10	UNCHANGED
ATG12	1234.72570156043	-0.303739251703773	0.0346411916146727	-8.76815252438142	1.81621694757452e-18	5.07842200341028e-18	ATG12	UNCHANGED
ATG16L1	1203.68229609777	-0.570056252389183	0.0487619309003781	-11.6906004717865	1.42376398014553e-31	5.94871502049311e-31	ATG16L1	UNCHANGED
ATG16L2	10154.9308427839	0.013642417465854	0.0579732266236888	0.235322721545388	0.813958260986429	0.83333011661708	ATG16L2	UNCHANGED
ATG2A	2591.82230631772	-0.756886879072453	0.0833496643048477	-9.08086295709809	1.07717378918033e-19	3.13576619621235e-19	ATG2A	UNCHANGED
ATG2B	2596.12214521635	0.638672724430258	0.0418570764640418	15.2584169364748	1.44716792955388e-52	9.73557450449418e-52	ATG2B	UNCHANGED
ATG3	3152.14348599907	-0.496762519818071	0.0551744055584647	-9.00349563878282	2.18642696384178e-19	6.31937080325857e-19	ATG3	UNCHANGED
ATG4A	430.749996901663	-0.0336411265814924	0.0389267679586207	-0.864215765800362	0.387469373010126	0.422197593192988	ATG4A	UNCHANGED
ATG4B	2223.44328343031	-0.196818527542553	0.031702966398054	-6.20820541117043	5.35930712547157e-10	1.06784659607651e-09	ATG4B	UNCHANGED
ATG4C	549.389136643944	0.110884740293553	0.0715183034706172	1.55043862777182	0.121036273226262	0.140804412154085	ATG4C	UNCHANGED
ATG4D	828.380955215658	-0.650669732381064	0.0637871441380319	-10.2006406020161	1.9696900169819e-24	6.66236651215497e-24	ATG4D	UNCHANGED
ATG5	888.635377487207	0.251283848151104	0.0269486418343892	9.32454591572184	1.11459829171988e-20	3.35394436291537e-20	ATG5	UNCHANGED
ATG7	1178.09130688761	0.71455127123659	0.0624050915703996	11.4502078797609	2.34582279364477e-30	9.46400205871114e-30	ATG7	UNCHANGED
ATG9A	1905.33942022013	-0.0559396369878939	0.0642441451503576	-0.870735175275074	0.383898767601898	0.418516051254494	ATG9A	UNCHANGED
ATG9B	48.4017396776114	-0.0803388000206869	0.107241588601307	-0.749138473874753	0.453773747890121	0.489165947087956	ATG9B	UNCHANGED
ATIC	2268.40098997043	0.1065006579203	0.0490518340184546	2.17118605351701	0.0299171111591488	0.0372427051587349	ATIC	UNCHANGED
ATL1	177.244761221032	0.350456182497121	0.0965228440848531	3.63081077665962	0.000282532274859098	0.000415287027542589	ATL1	UNCHANGED
ATL2	1273.0210895002	0.467502500000562	0.0391841414320434	11.9309108969849	8.16748407917421e-33	3.52598629783827e-32	ATL2	UNCHANGED
ATL3	2256.37578311421	-0.827736130867628	0.0528920149482636	-15.6495480778579	3.34587052451825e-55	2.38475281502428e-54	ATL3	UNCHANGED
ATM	4872.43625809749	0.700092101135239	0.0653231199276096	10.7173708468162	8.43674929833394e-27	3.07495825863408e-26	ATM	UNCHANGED
ATMIN	2281.35760932688	-0.314785981967921	0.0373484416452948	-8.42835652843304	3.50553622175883e-17	9.38567947416646e-17	ATMIN	UNCHANGED
ATN1	3618.47192277021	0.0788885011087217	0.0794367094917826	0.993098802977009	0.320661807282352	0.353714040907753	ATN1	UNCHANGED
ATOX1	624.366250711374	-0.815754763354306	0.0403331786700565	-20.2254022681313	5.85112809000242e-91	7.41936649086935e-90	ATOX1	UNCHANGED
ATP10A	890.616129110916	-0.0708984620348747	0.147023593968803	-0.482225064161599	0.629646073561964	0.661428613061672	ATP10A	UNCHANGED
ATP10D	1189.91873443122	0.549030208360471	0.0735290080197146	7.46685183367719	8.21361633622525e-14	1.93747536548856e-13	ATP10D	UNCHANGED
ATP11A	4863.98544036081	0.544100817403114	0.0606497996346859	8.97118903410095	2.93330547439907e-19	8.44225288950169e-19	ATP11A	UNCHANGED
ATP11B	5673.04917949879	-0.379156567990411	0.051306182955103	-7.39007554551862	1.46745414797622e-13	3.41862582432829e-13	ATP11B	UNCHANGED
ATP11C	1151.25435226978	0.108341895896495	0.0450122564900507	2.40694211631986	0.0160867193434804	0.0205850357240851	ATP11C	UNCHANGED
ATP13A1	3256.20535852479	0.216744853169594	0.0311130223959738	6.9663708787624	3.25221102923443e-12	7.15460183050262e-12	ATP13A1	UNCHANGED
ATP13A2	1845.63678906981	-0.105003976687964	0.0611501317473647	-1.71715045720224	0.085951684975711	0.101748059559284	ATP13A2	UNCHANGED
ATP13A3	4274.29845978433	0.031755096401824	0.0672985870769364	0.471853834992424	0.63703112154809	0.668413776626761	ATP13A3	UNCHANGED
ATP1A1	9337.95474310205	-0.0145304047877937	0.0394156635271908	-0.368645444158765	0.712392018053719	0.740069777608598	ATP1A1	UNCHANGED
ATP1A3	160.43493153994	0.349787601175778	0.127824262894201	2.73647266376412	0.00621017544057445	0.00825877599749565	ATP1A3	UNCHANGED
ATP1B1	926.982010269398	-0.119925974220869	0.105267616880202	-1.13924849611964	0.254599523473071	0.284993615630655	ATP1B1	UNCHANGED
ATP1B3	2760.44797474457	0.22295796783474	0.0515586432880203	4.32435676379686	1.52977559532104e-05	2.42720833216585e-05	ATP1B3	UNCHANGED
ATP2A1	73.9758428280814	-0.00992377920984589	0.0733342896679916	-0.135322497221615	0.892356898469049	0.904046077462373	ATP2A1	UNCHANGED
ATP2A2	7589.17814832779	0.292916955254025	0.0438207443989824	6.6844358595795	2.31815904307931e-11	4.90959882788501e-11	ATP2A2	UNCHANGED
ATP2A3	13965.8751067533	0.0515399835965441	0.0532248882121278	0.968343670185487	0.332872761713341	0.366479299998383	ATP2A3	UNCHANGED
ATP2B1	5644.58021976862	-0.907991707368481	0.0959267112441406	-9.46547312622419	2.92235061122367e-21	8.95312399315578e-21	ATP2B1	UNCHANGED
ATP2B4	8856.91732292236	0.40800433159724	0.0639079636358396	6.38424866613073	1.72241012892259e-10	3.50557716608825e-10	ATP2B4	UNCHANGED
ATP2C1	4434.66479581057	0.13394150569964	0.0451081517419275	2.96934147215663	0.00298438754915583	0.00407726712898326	ATP2C1	UNCHANGED
ATP6AP1	5941.14625959838	-0.284138425696687	0.0429898733514992	-6.60942690790175	3.85810648791106e-11	8.10180074151166e-11	ATP6AP1	UNCHANGED
ATP6AP1L	98.7544766194584	-1.05064367314323	0.0872436034898255	-12.0426441723691	2.12048113382557e-33	9.29041653851661e-33	ATP6AP1L	UNCHANGED
ATP6AP2	5028.81379651838	-0.419516675321526	0.0530757144071366	-7.90411735400244	2.69838723374427e-15	6.73207796476351e-15	ATP6AP2	UNCHANGED
ATP6V0A1	2083.65985422789	0.138575151149014	0.0758407671994279	1.82718551336147	0.0676718812526435	0.0811392924749948	ATP6V0A1	UNCHANGED
ATP6V0A2	2857.837840948	0.253305935688751	0.0551342504951719	4.59434803980755	4.3410433172423e-06	7.11224119208643e-06	ATP6V0A2	UNCHANGED
ATP6V0B	4224.23953286064	-0.561933418672919	0.0579827303697532	-9.69139285248375	3.28024253383083e-22	1.0362411596589e-21	ATP6V0B	UNCHANGED
ATP6V0C	1109.3704920719	5.94912712499071	0.0885481921652013	67.1851901153626	0	0	ATP6V0C	UP
ATP6V0D1	3389.8242180015	-0.393359262217627	0.0706762277692935	-5.56565162902664	2.61174562127195e-08	4.80693434598659e-08	ATP6V0D1	UNCHANGED
ATP6V0E1	2862.34873965189	0.312208926490998	0.061212614126379	5.10040178722664	3.38933217684481e-07	5.9033169443368e-07	ATP6V0E1	UNCHANGED
ATP6V0E2	338.168250731092	-0.255568891400028	0.0919920016339461	-2.77816426276913	0.00546669747228577	0.0072994166689453	ATP6V0E2	UNCHANGED
ATP6V1A	3278.46874722681	0.438854566049495	0.0539266513164233	8.13799031344344	4.01892989195972e-16	1.03242474609707e-15	ATP6V1A	UNCHANGED
ATP6V1B2	5403.19069103603	0.216093408469583	0.0637616594573667	3.38908068435814	0.000701273726686602	0.00100425344576722	ATP6V1B2	UNCHANGED
ATP6V1C1	1697.70386131523	0.614313260624632	0.0552039697338927	11.1280631372325	9.16043040428035e-29	3.53108849624168e-28	ATP6V1C1	UNCHANGED
ATP6V1D	681.898920308358	0.230867353215031	0.0474727734696439	4.86315284196861	1.15530566639984e-06	1.94693374935717e-06	ATP6V1D	UNCHANGED
ATP6V1E1	2009.79529956388	0.0704956816539817	0.0395270889830407	1.78347769764245	0.0745085752705449	0.0887995642978461	ATP6V1E1	UNCHANGED
ATP6V1E2	194.151626235399	-1.10475913975376	0.0492036249521353	-22.452799785147	1.20160201015594e-111	1.88539135550368e-110	ATP6V1E2	UNCHANGED
ATP6V1F	2168.53551769606	-0.857031842377774	0.0560107524327488	-15.3012020934159	7.50573890752519e-53	5.08701571078696e-52	ATP6V1F	UNCHANGED
ATP6V1G1	3265.184825283	-0.712742350834807	0.0383502407897597	-18.585081505541	4.24354857104215e-77	4.39884954060975e-76	ATP6V1G1	UNCHANGED
