baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_ID	condition
ABHD4	1239.99869828058	-0.061175756807017	0.0675706812194203	-0.905359479925366	0.365274974876702	0.682556576131624	ABHD4	UNCHANGED
ABHD5	976.811836575982	-0.028985711472337	0.073276419283099	-0.395566701483494	0.692424705927058	0.873815476574365	ABHD5	UNCHANGED
ABHD6	154.976832519684	0.0098423303415047	0.0810111931843229	0.121493462256637	0.903300192709879	0.963226621347533	ABHD6	UNCHANGED
ABHD8	408.627911449297	0.0580101411301463	0.0464097866757328	1.24995491867837	0.211316015922043	0.528896294154207	ABHD8	UNCHANGED
ABI1	4497.72574674806	-0.000615674397496158	0.032624265194917	-0.0188716709424028	0.984943478828627	0.993870281447861	ABI1	UNCHANGED
ABI2	1613.61145820658	-0.118185383555074	0.0741358169991226	-1.59417388704939	0.110897093503414	0.390485245287287	ABI2	UNCHANGED
ABI3	364.380599710408	0.0555639230731484	0.117656805678892	0.472254220676304	0.636745342363196	0.847517143716667	ABI3	UNCHANGED
ABL1	3251.76477161572	-0.0253843219028425	0.0341695461766071	-0.742893153208482	0.457546371282734	0.745598598973979	ABL1	UNCHANGED
ABL2	1907.81271284187	0.00203867099185516	0.0431003720085039	0.0473005428225289	0.962273695458772	0.984759257599279	ABL2	UNCHANGED
ABLIM1	2361.90203769505	0.175708308188016	0.105081356164186	1.67211686831941	0.0945012789640258	0.35658700591789	ABLIM1	UNCHANGED
ABO	235.579767159286	0.34208541901114	0.166024488290057	2.06045157876645	0.0393553903476203	0.223876125060407	ABO	UNCHANGED
ABR	4574.15606029411	-0.0621495572866185	0.0550725266116737	-1.12850383140846	0.259107199690415	0.583405986664031	ABR	UNCHANGED
ABT1	928.008189637555	-0.0150660905339372	0.0322058530356894	-0.467805976672673	0.639923346184673	0.848607849448718	ABT1	UNCHANGED
ABTB1	2810.38122991662	0.0961990553703257	0.0694717064128797	1.38472279345784	0.166137246628039	0.473777896045701	ABTB1	UNCHANGED
ABTB2	470.795835137116	-0.081141013684769	0.0958454425905213	-0.846581866510088	0.397228224803525	0.705683623195886	ABTB2	UNCHANGED
ACAA1	2468.90754418349	0.000902686147248893	0.0436798663488982	0.0206659548827045	0.983512127284622	0.993342962840219	ACAA1	UNCHANGED
ACAA2	1105.61839349507	-0.0129782476000938	0.0497752481121033	-0.260736974547356	0.79429535045555	0.919910823037238	ACAA2	UNCHANGED
ACACA	2150.72489024478	-0.0299216801698372	0.0423978634375398	-0.70573556646121	0.48035259852899	0.760033749903372	ACACA	UNCHANGED
ACACB	751.631504447119	0.0673548950074026	0.0670388465608965	1.00471440758186	0.315034388560422	0.639034599563133	ACACB	UNCHANGED
ACAD10	1282.74180022899	-0.0406406002604536	0.0346249876255229	-1.17373616707076	0.24050071893282	0.563891709301741	ACAD10	UNCHANGED
ACAD11	374.492771815888	-0.149574703637258	0.109411755778072	-1.36708073619303	0.171600000663912	0.480787978656571	ACAD11	UNCHANGED
ACAD8	906.739146802672	0.0645887463448197	0.0369205832896838	1.74939669392674	0.0802224719568878	0.328758382822195	ACAD8	UNCHANGED
ACAD9	1136.50684922098	-0.0356830812870725	0.0333641052556802	-1.0695051167601	0.284842124470735	0.607748653365948	ACAD9	UNCHANGED
ACADM	1984.98227427677	0.0292570200481426	0.046839873277797	0.624617830937023	0.532221913988991	0.795378919014656	ACADM	UNCHANGED
ACADS	578.701368381849	-0.0159510656005692	0.0403324723957073	-0.395489407246628	0.692481737602537	0.873815476574365	ACADS	UNCHANGED
ACADSB	808.68781913669	0.0101257641903731	0.0475181349220044	0.213092626783298	0.831254715551448	0.936062853478783	ACADSB	UNCHANGED
ACADVL	11005.3749515999	-0.0501636265949474	0.0407187238258013	-1.23195478349352	0.21796597521792	0.537434044575097	ACADVL	UNCHANGED
ACAP1	4960.44787345475	-0.0110676787215467	0.0514264399050862	-0.215213783842971	0.829600644763909	0.935703270372973	ACAP1	UNCHANGED
ACAP2	5748.498762403	0.0389718662076073	0.0334457562596319	1.16522604258302	0.243927506662756	0.567533488405666	ACAP2	UNCHANGED
ACAP3	2770.15025448051	-0.0171118453871658	0.0391397006242051	-0.437199189423115	0.661966897541908	0.8594306618487	ACAP3	UNCHANGED
ACAT1	1114.06623808483	0.100127912918114	0.0580308007520091	1.72542704254598	0.0844505413199827	0.338397803596231	ACAT1	UNCHANGED
ACAT2	782.521908964302	0.128460808213408	0.0401947593084684	3.19595913555685	0.00139366848816987	0.0302146219950147	ACAT2	UNCHANGED
ACBD3	1992.91902019749	-0.0536512911528836	0.0318212642772751	-1.68602009918249	0.0917919281272059	0.352111621874042	ACBD3	UNCHANGED
ACBD4	400.795285144448	0.00589583522177064	0.0465189193044432	0.126740588773899	0.899145719662395	0.96277836756437	ACBD4	UNCHANGED
ACBD5	1128.53752287081	0.0328503308759333	0.0285109795374392	1.15219930738598	0.249239182244004	0.573132677234451	ACBD5	UNCHANGED
ACBD6	982.426900397939	0.0413307756462735	0.0357057955064991	1.1575368945008	0.247053074716038	0.570907772786267	ACBD6	UNCHANGED
ACCS	1898.2684267895	0.0422539330535056	0.070032315955382	0.603349075024533	0.546276492303737	0.803174484100344	ACCS	UNCHANGED
ACD	678.772812044232	-0.0449768933941996	0.0372726911931808	-1.20669830791366	0.227548350977046	0.54846603971762	ACD	UNCHANGED
ACE	175.459619441	0.231472819798442	0.137823834679046	1.6794832355193	0.0930579034227548	0.354204689991323	ACE	UNCHANGED
ACER2	56.6794526520491	0.0130729524333047	0.0663127193009636	0.197140949294696	0.843717239266082	0.940674419200146	ACER2	UNCHANGED
ACER3	1720.68288820018	0.033235117895384	0.0446972653546235	0.743560431084541	0.457142449128557	0.745496995326291	ACER3	UNCHANGED
ACIN1	10463.884241699	-0.0362117138450185	0.0184210095697308	-1.96578334688676	0.0493236422639628	0.251660236073356	ACIN1	UNCHANGED
ACLY	5714.49904480078	-0.0164565772077893	0.0308537149192767	-0.533374254959088	0.593774535340957	0.826856251806044	ACLY	UNCHANGED
ACO1	667.932583618982	0.0379078827145002	0.0435538330877122	0.870368461902267	0.384099076157153	0.697286569917388	ACO1	UNCHANGED
ACO2	3287.69104482025	0.0107779480664743	0.0338973737702211	0.317958203474238	0.750516641659364	0.902007554230021	ACO2	UNCHANGED
ACOT1	63.6369299476397	0.111372294627477	0.0992141653686525	1.12254428804242	0.261631088017746	0.587296627178575	ACOT1	UNCHANGED
ACOT11	504.952543615672	-0.0553270098464138	0.0786435697617072	-0.703516002822056	0.48173423744311	0.760637269575618	ACOT11	UNCHANGED
ACOT13	593.669875838642	-0.0610823642982475	0.0571201854202415	-1.0693656515443	0.284904938462541	0.607763762506653	ACOT13	UNCHANGED
ACOT2	247.787985253214	0.118376407878544	0.0524680074762847	2.25616358562977	0.024060388150761	0.170518338840334	ACOT2	UNCHANGED
ACOT4	52.903469119717	-0.0692118855993077	0.0996701133865344	-0.694409620373306	0.487425362249326	0.765242380554117	ACOT4	UNCHANGED
ACOT7	561.402241955354	0.0728888812580596	0.0608874940322514	1.19710759026232	0.231264621883767	0.552173421285714	ACOT7	UNCHANGED
ACOT8	609.638791615562	-0.029461528081274	0.0258291603119539	-1.14063050155135	0.254023718753136	0.576869773636599	ACOT8	UNCHANGED
ACOT9	1085.33454679209	-0.0415731917552428	0.050153156110111	-0.828924737337948	0.407146996546508	0.71267062557619	ACOT9	UNCHANGED
ACOX1	1782.20649968829	-0.0136277916047866	0.0367568180898154	-0.370755476480229	0.710819666132173	0.883114956437646	ACOX1	UNCHANGED
ACOX3	415.977653294691	0.00549065691447938	0.0353512153718679	0.155317345011249	0.87657114220317	0.953803975338029	ACOX3	UNCHANGED
ACP1	2677.91199946162	0.0362040037600356	0.0351874907096176	1.02888847797664	0.303532083302663	0.627548138885421	ACP1	UNCHANGED
ACP2	700.157017506364	-0.0776709667026951	0.0555331525455781	-1.3986414086423	0.161920542376825	0.468242777676816	ACP2	UNCHANGED
ACP5	370.849489700286	0.272221465998564	0.0991868383210119	2.74453214364528	0.00605972197199944	0.0756078582433111	ACP5	UNCHANGED
ACP6	403.413150058609	-0.0493033098829779	0.0832610159553601	-0.592153594539508	0.553747740879642	0.807019664171034	ACP6	UNCHANGED
ACRBP	648.422073683712	-0.112465270487525	0.0712644120779435	-1.57814071860327	0.114533285551374	0.398146470812157	ACRBP	UNCHANGED
ACSBG1	40.5537695371775	0.363390069812657	0.120464417280422	3.01657599826133	0.00255647124659677	0.045777206804824	ACSBG1	UNCHANGED
ACSF2	698.983267339992	0.0186092399938114	0.0554300068614466	0.335725016962875	0.737078238879773	0.896162351554889	ACSF2	UNCHANGED
ACSF3	1514.2276122628	-0.00109317322615643	0.0385600510926707	-0.0283498905001247	0.977383089706616	0.991660084969357	ACSF3	UNCHANGED
ACSL1	8017.15520065824	-0.196546892288309	0.099292973969559	-1.97946425039667	0.0477637608131121	0.247569112850501	ACSL1	UNCHANGED
ACSL3	1635.18376572505	0.0811627991594221	0.042930798257403	1.89054949951755	0.0586845069695447	0.277517150261442	ACSL3	UNCHANGED
ACSL4	3670.43480326806	-0.0136945874028677	0.0486675004414399	-0.281390810677568	0.778410665519666	0.91319819110649	ACSL4	UNCHANGED
ACSL5	2319.81712234732	0.0781842201098001	0.0396123513070902	1.97373338188602	0.0484120672987076	0.249171661488862	ACSL5	UNCHANGED
ACSL6	112.304270553857	-0.0671930535073657	0.138309056773554	-0.48581817470838	0.627096087109674	0.843799736312224	ACSL6	UNCHANGED
ACSM3	816.409833062594	-0.111304083129001	0.0939981517001574	-1.18410927359558	0.236369809638761	0.558375824870799	ACSM3	UNCHANGED
ACSS1	3516.32671348332	0.0647909503773482	0.0433389542743604	1.49498185782666	0.134919176987125	0.429267213065907	ACSS1	UNCHANGED
ACSS2	1502.70111467073	-0.0224314595375075	0.0491169375006531	-0.456694995228667	0.647890288622045	0.853599564748508	ACSS2	UNCHANGED
ACTA2	607.034856861583	-0.190570349109141	0.0777152376218587	-2.45216195614565	0.0142000733222014	0.12736928335752	ACTA2	UNCHANGED
ACTB	148518.671396423	-0.0288164071984936	0.051522422479473	-0.559298375575689	0.575958103799122	0.817922010929734	ACTB	UNCHANGED
ACTG1	75289.6903254995	-0.0257352394398583	0.0369656344884108	-0.696193634872589	0.486307573320143	0.764147562976392	ACTG1	UNCHANGED
ACTL6A	1034.89402984191	0.0225782784906199	0.054304669620912	0.415770478823157	0.67757796284998	0.867707299777645	ACTL6A	UNCHANGED
ACTN1	8237.02535920216	-0.0608739508917484	0.064965372307987	-0.937021504366325	0.348747496424789	0.67085754957	ACTN1	UNCHANGED
ACTN4	14478.9647982179	-0.0730814976394925	0.0299998530416936	-2.4360618546339	0.0148481452679213	0.129926192484496	ACTN4	UNCHANGED
ACTR10	1095.62073210659	-0.0162195113839286	0.0201973249609087	-0.803052454486963	0.421944416947241	0.72203090110534	ACTR10	UNCHANGED
ACTR1A	3329.51174697585	-0.0597257599027761	0.0265089761561007	-2.2530391046065	0.0242566834533798	0.171183850155151	ACTR1A	UNCHANGED
ACTR1B	2394.60917119236	-0.0940176404503342	0.0392722092023118	-2.39399927735157	0.0166657816268615	0.13802679042046	ACTR1B	UNCHANGED
ACTR2	20338.0731002847	-0.0177701892889375	0.0414613431015891	-0.428596566334014	0.668216844783998	0.862815010590029	ACTR2	UNCHANGED
ACTR3	11101.0381895255	0.0254183038140303	0.0378112582010279	0.672241682064399	0.501429849333725	0.775233901023342	ACTR3	UNCHANGED
ACTR3B	183.469178511414	0.00153417847196085	0.0473183120151646	0.032422510580453	0.974135111076037	0.98974595977678	ACTR3B	UNCHANGED
ACTR3C	57.1235721698498	0.108686427514322	0.0667306993696659	1.62873203099874	0.103369758852706	0.376250741084366	ACTR3C	UNCHANGED
ACTR5	464.526266701541	-0.0244773375216748	0.0385644214973402	-0.634712944504122	0.525615649684629	0.792268403111331	ACTR5	UNCHANGED
ACTR6	463.835211270919	-0.0517821803727632	0.0361846063081783	-1.43105551382107	0.152414305569793	0.45582382184661	ACTR6	UNCHANGED
ACTR8	896.90415479482	-0.0746849784420288	0.0321953393424555	-2.31974503041013	0.02035467430324	0.155548509654403	ACTR8	UNCHANGED
ACVR1	628.037396217732	-0.225663699667207	0.0573364587297406	-3.93578021152106	8.29268419670836e-05	0.00447027285162381	ACVR1	UNCHANGED
ACVR1B	1179.95996459645	-0.0414303569060265	0.0696089012990067	-0.595187628778414	0.551718058804941	0.806562890195216	ACVR1B	UNCHANGED
ACVR2A	135.694094648241	-0.276251461197722	0.108408148146137	-2.54825366839887	0.0108263715698462	0.109013464422135	ACVR2A	UNCHANGED
ACVR2B	276.492420236496	-0.0448326505534556	0.103770236845851	-0.432037662398842	0.665714040341858	0.861674968537443	ACVR2B	UNCHANGED
ACY1	112.68183553063	-0.0575915964605658	0.133020966333296	-0.432951271127177	0.665050171050436	0.86122457134604	ACY1	UNCHANGED
ACY3	413.732849542943	0.418800932996142	0.146718406868326	2.8544539293696	0.00431108840108564	0.0621035918280567	ACY3	UNCHANGED
ACYP1	244.570865878136	0.0529700807563871	0.0550185711850307	0.962767291397764	0.33566431861467	0.65953502603477	ACYP1	UNCHANGED
ACYP2	212.12870675325	0.0325397270639313	0.0433055004184407	0.75139940075776	0.452412323265569	0.742781750257607	ACYP2	UNCHANGED
ADA	2399.9448294092	-0.0688933282975951	0.0796571754376184	-0.864872849421421	0.387108581051473	0.6986773516933	ADA	UNCHANGED
ADAL	252.03070013829	0.0233785218093827	0.0481404400633069	0.485631659757137	0.627228345260664	0.843799736312224	ADAL	UNCHANGED
ADAM10	5223.4889477617	0.0179388533008375	0.0447403544507327	0.400954653155273	0.68845351061723	0.87243524297281	ADAM10	UNCHANGED
ADAM11	98.8030042577381	-0.242744682300696	0.0867857325243938	-2.79705747983939	0.00515703577201347	0.0694289815972925	ADAM11	UNCHANGED
ADAM15	4139.1823785647	0.0509262492161606	0.0582144762806987	0.874803871301774	0.381680630447086	0.694932909335407	ADAM15	UNCHANGED
ADAM17	3058.25986914364	-0.175196691976371	0.046342931190018	-3.78044045720844	0.000156551157221614	0.0070697435457652	ADAM17	UNCHANGED
ADAM19	786.444275539812	0.0422030134385478	0.107025933978543	0.394325112332201	0.693341025213716	0.87451714830983	ADAM19	UNCHANGED
ADAM22	151.864970087413	0.035724083702772	0.107196641483678	0.333257490237802	0.73893992491145	0.896162351554889	ADAM22	UNCHANGED
ADAM28	2269.75762748886	-0.159466357504691	0.0903306570622969	-1.76536253239821	0.0775028561585163	0.322214504921319	ADAM28	UNCHANGED
ADAM8	5418.55311582561	-0.145106167278722	0.0976197100263175	-1.4864433344414	0.137161894767369	0.432381805297409	ADAM8	UNCHANGED
ADAM9	1756.26035462957	-0.0459197462548055	0.0931820492732051	-0.492796054744096	0.622156698655296	0.842580362699535	ADAM9	UNCHANGED
ADAMTS10	591.796664650238	0.540011613446488	0.115916269836221	4.65863518735959	3.1831273662922e-06	0.000354204121728739	ADAMTS10	UNCHANGED
ADAMTS13	95.3325422916761	-0.117841922144817	0.0663078820176036	-1.77719327716623	0.0755364451926183	0.317795113744407	ADAMTS13	UNCHANGED
ADAMTS14	334.111798794653	-0.65780403836951	0.14193588101916	-4.63451548435954	3.57774455039608e-06	0.000379860481915307	ADAMTS14	UNCHANGED
ADAMTS17	27.4498923647207	-0.187134181805375	0.0981245284847064	-1.9071091061043	0.0565064603073909	0.271694422245193	ADAMTS17	UNCHANGED
ADAMTS6	104.6208980963	0.30576233967606	0.107476291587494	2.84492826426884	0.00444214259342867	0.0633223071651498	ADAMTS6	UNCHANGED
ADAMTSL4	2681.66412489192	0.0504022638845956	0.0935745789568198	0.538632013592644	0.59014079335621	0.826015319156651	ADAMTSL4	UNCHANGED
ADAP1	638.793791193726	-0.144633732340574	0.0857908097150981	-1.68588841649691	0.0918172934475517	0.352111621874042	ADAP1	UNCHANGED
ADAP2	659.889882811161	-0.154141044147478	0.125000238166922	-1.23312600366122	0.217528757129455	0.53668576843817	ADAP2	UNCHANGED
ADAR	14872.2647586981	0.0561108502803833	0.0293841398307079	1.90956245796736	0.0561895727326113	0.271127119756251	ADAR	UNCHANGED
ADARB1	1183.74927325105	-0.0599943197616041	0.0584096832143377	-1.02712968912109	0.304359400371232	0.628350095175571	ADARB1	UNCHANGED
ADAT1	790.295022083676	-0.0561011387958147	0.027196249845596	-2.06282627620806	0.0391291365895358	0.222937949064205	ADAT1	UNCHANGED
ADAT2	1021.61135714576	0.00623390017594115	0.055894632558343	0.111529495599317	0.91119647739275	0.966313097925502	ADAT2	UNCHANGED
ADAT3	74.0785417592009	-0.0174651535934057	0.0522322260944572	-0.334375057303159	0.738096558692389	0.896162351554889	ADAT3	UNCHANGED
ADCK1	279.817066951969	-0.0725267220284586	0.0474462615017059	-1.52860772867955	0.126361718895409	0.415678595642364	ADCK1	UNCHANGED
ADCK2	596.755823255713	0.135855518384759	0.0433675620546371	3.13265288497426	0.00173234180829333	0.035048585193764	ADCK2	UNCHANGED
ADCK5	257.01632224192	0.0085944096568365	0.0509042797244596	0.168834716910981	0.865926650155379	0.949543303994481	ADCK5	UNCHANGED
ADCY3	1847.88501177439	0.263648527599325	0.0699677679582895	3.76814260755747	0.000164466741630899	0.00732044823463246	ADCY3	UNCHANGED
ADCY4	414.450758580033	-0.146513361987759	0.0943167570788842	-1.55341814673737	0.120323270350113	0.406986744158803	ADCY4	UNCHANGED
ADCY6	1025.55441673663	-0.120786134428174	0.108187685581051	-1.11644993401477	0.264229589489477	0.588617115186347	ADCY6	UNCHANGED
ADCY7	7147.96829007356	0.0674705579073121	0.0570100007668558	1.18348635326695	0.236616451825461	0.558375824870799	ADCY7	UNCHANGED
ADCY9	1299.34911589081	0.0637683594307099	0.112834503310092	0.565149467228666	0.571972104467657	0.817016581242035	ADCY9	UNCHANGED
ADD1	10397.0198014343	0.0397567866338106	0.0233530570442437	1.70242322272793	0.0886760597871145	0.346972526723532	ADD1	UNCHANGED
ADD2	1044.44554037505	0.507784669034649	0.147582957429084	3.44067281128071	0.00058026975419095	0.016964722974403	ADD2	UNCHANGED
ADD3	7262.94232297644	-0.0121336877445725	0.0557853157365387	-0.217506840005659	0.827813377039215	0.934697129489816	ADD3	UNCHANGED
ADH5	1643.79305257855	-0.0153599165779106	0.0336638039630486	-0.456273943217189	0.648192998841041	0.853792082662344	ADH5	UNCHANGED
ADHFE1	418.503639053078	-0.027623500289088	0.0596457812413363	-0.463125802264521	0.64327419623907	0.850600837878872	ADHFE1	UNCHANGED
ADI1	1891.06488967476	0.0014412712575779	0.0320505987006162	0.0449686219917693	0.964132319665541	0.985921131465935	ADI1	UNCHANGED
ADIPOR1	5131.1323147434	-0.00312976006150129	0.0558021417628772	-0.0560867372223944	0.955272709470539	0.981925619452938	ADIPOR1	UNCHANGED
ADIPOR2	3146.23781572155	0.00478896267228657	0.0363564345547965	0.131722561107268	0.895203739824674	0.961224574910208	ADIPOR2	UNCHANGED
ADK	860.276979268927	0.0330318420466856	0.0359708404220308	0.918294976128908	0.358464456743821	0.677274764883701	ADK	UNCHANGED
ADM	1086.78305931138	0.100686192899928	0.162068625681212	0.621256535475143	0.534430846663062	0.79663570227074	ADM	UNCHANGED
ADM2	64.5912237608769	-0.383547239265551	0.117566417673985	-3.26238773668462	0.00110477921264939	0.025908854438584	ADM2	UNCHANGED
ADNP	4625.97180878731	-0.0105529048210801	0.0316810069256649	-0.333098782050744	0.739059718722743	0.896162351554889	ADNP	UNCHANGED
ADNP2	2426.97785641531	0.0809953994271216	0.0713900751722958	1.13454705337743	0.256565148097232	0.581430369908629	ADNP2	UNCHANGED
ADO	945.413262889965	-0.0577324176028068	0.0311430698556184	-1.85378056403748	0.0637705602015169	0.289034895676452	ADO	UNCHANGED
ADORA2A	118.079900636031	-0.154873645335422	0.120185437620219	-1.28862238555736	0.197529397136655	0.513064146367545	ADORA2A	UNCHANGED
ADORA2B	128.625694203506	-0.0276798505403654	0.0902138853157267	-0.30682472485796	0.758976787681547	0.906433235096623	ADORA2B	UNCHANGED
ADORA3	113.945111860361	0.279235413761054	0.104808181465774	2.66425206368304	0.00771597220498985	0.0883851648061074	ADORA3	UNCHANGED
ADPGK	5363.63734829709	-0.0673891699188472	0.0287261994682865	-2.3459131791257	0.0189805281770044	0.149230468471689	ADPGK	UNCHANGED
